mes_ano,dezenas_combinadas,count_combinacao_MMYY
04/2018,1-10|11-20|31-40|31-40|31-40|41-50,1
04/2018,1-10|21-30|31-40|31-40|51-60|51-60,1
04/2018,11-20|21-30|31-40|31-40|41-50|51-60,1
04/2018,21-30|31-40|31-40|31-40|41-50|51-60,1
04/2019,1-10|1-10|21-30|51-60|51-60|51-60,1
04/2019,1-10|11-20|11-20|11-20|31-40|41-50,1
04/2019,1-10|11-20|21-30|31-40|51-60|51-60,1
04/2019,1-10|11-20|31-40|51-60|51-60|51-60,1
04/2019,1-10|31-40|41-50|41-50|51-60|51-60,1
04/2019,11-20|11-20|21-30|31-40|41-50|51-60,1
04/2019,11-20|11-20|31-40|31-40|41-50|41-50,1
04/2019,11-20|21-30|21-30|41-50|51-60|51-60,1
04/2020,1-10|1-10|21-30|31-40|41-50|51-60,1
04/2020,1-10|1-10|21-30|41-50|41-50|51-60,1
04/2020,1-10|1-10|31-40|41-50|41-50|51-60,1
04/2020,1-10|11-20|11-20|21-30|21-30|41-50,1
04/2020,1-10|11-20|21-30|21-30|51-60|51-60,1
04/2020,1-10|11-20|21-30|31-40|41-50|41-50,1
04/2020,11-20|11-20|31-40|41-50|41-50|51-60,1
04/2020,21-30|31-40|31-40|51-60|51-60|51-60,1
04/2020,31-40|31-40|31-40|31-40|51-60|51-60,1
04/2021,1-10|1-10|11-20|11-20|41-50|51-60,1
04/2021,1-10|11-20|21-30|21-30|21-30|41-50,1
04/2021,1-10|11-20|21-30|31-40|31-40|41-50,1
04/2021,1-10|11-20|21-30|31-40|31-40|51-60,1
04/2021,1-10|11-20|21-30|31-40|41-50|41-50,1
04/2021,1-10|21-30|21-30|31-40|51-60|51-60,1
04/2021,1-10|21-30|31-40|31-40|31-40|41-50,1
04/2021,11-20|21-30|21-30|21-30|31-40|41-50,1
04/2021,11-20|31-40|41-50|41-50|51-60|51-60,1
04/2021,31-40|31-40|31-40|41-50|41-50|51-60,1
04/2022,1-10|1-10|31-40|41-50|41-50|51-60,1
04/2022,1-10|11-20|11-20|21-30|31-40|31-40,1
04/2022,1-10|21-30|21-30|21-30|31-40|51-60,1
04/2022,1-10|21-30|21-30|31-40|51-60|51-60,1
04/2022,1-10|31-40|31-40|41-50|41-50|51-60,1
04/2022,1-10|31-40|41-50|41-50|51-60|51-60,1
04/2022,11-20|11-20|21-30|41-50|51-60|51-60,1
04/2022,11-20|31-40|31-40|31-40|41-50|41-50,1
04/2022,21-30|21-30|31-40|31-40|41-50|51-60,1
04/2022,21-30|31-40|41-50|41-50|51-60|51-60,1
04/2023,1-10|1-10|11-20|21-30|21-30|31-40,1
04/2023,1-10|1-10|11-20|21-30|31-40|41-50,1
04/2023,1-10|1-10|11-20|31-40|51-60|51-60,1
04/2023,1-10|1-10|21-30|31-40|31-40|41-50,1
04/2023,1-10|11-20|11-20|11-20|21-30|31-40,1
04/2023,1-10|11-20|21-30|21-30|51-60|51-60,1
04/2023,1-10|11-20|41-50|41-50|51-60|51-60,1
04/2023,11-20|11-20|31-40|31-40|31-40|51-60,1
04/2023,11-20|21-30|31-40|31-40|41-50|51-60,1
04/2024,1-10|1-10|11-20|31-40|51-60|51-60,1
04/2024,1-10|1-10|21-30|41-50|41-50|41-50,1
04/2024,1-10|11-20|11-20|11-20|21-30|21-30,1
04/2024,1-10|11-20|11-20|31-40|31-40|41-50,1
04/2024,1-10|11-20|21-30|21-30|41-50|41-50,1
04/2024,1-10|11-20|21-30|41-50|41-50|51-60,1
04/2024,1-10|21-30|21-30|21-30|31-40|51-60,1
04/2024,1-10|21-30|31-40|31-40|41-50|41-50,1
04/2024,1-10|21-30|31-40|41-50|41-50|51-60,1
04/2024,11-20|11-20|41-50|41-50|51-60|51-60,1
04/2024,11-20|21-30|21-30|21-30|41-50|41-50,1
04/2024,11-20|21-30|21-30|21-30|41-50|51-60,1
04/2024,11-20|31-40|31-40|41-50|51-60|51-60,1
04/2025,1-10|1-10|1-10|21-30|31-40|41-50,1
04/2025,1-10|1-10|11-20|21-30|41-50|41-50,1
04/2025,1-10|1-10|11-20|31-40|41-50|51-60,1
04/2025,1-10|1-10|21-30|31-40|51-60|51-60,1
04/2025,1-10|11-20|11-20|21-30|21-30|51-60,1
04/2025,1-10|11-20|11-20|31-40|41-50|51-60,1
04/2025,1-10|11-20|21-30|31-40|41-50|41-50,1
04/2025,1-10|11-20|21-30|41-50|51-60|51-60,1
04/2025,1-10|21-30|21-30|41-50|51-60|51-60,1
04/2025,11-20|11-20|21-30|21-30|31-40|41-50,1
04/2025,11-20|11-20|21-30|31-40|51-60|51-60,1
04/2026,1-10|1-10|21-30|31-40|31-40|51-60,1
04/2026,1-10|1-10|21-30|31-40|41-50|51-60,1
04/2026,1-10|11-20|21-30|31-40|31-40|41-50,1
04/2026,1-10|11-20|31-40|31-40|41-50|51-60,1
04/2026,1-10|11-20|31-40|41-50|41-50|51-60,1
04/2026,1-10|21-30|21-30|31-40|41-50|51-60,1
04/2026,1-10|21-30|41-50|41-50|41-50|51-60,1
04/2026,1-10|21-30|51-60|51-60|51-60|51-60,1
04/2026,11-20|11-20|21-30|31-40|51-60|51-60,1
04/2026,11-20|11-20|31-40|31-40|31-40|41-50,1
04/2026,21-30|21-30|31-40|31-40|51-60|51-60,1
05/1996,1-10|11-20|11-20|11-20|21-30|41-50,1
05/1996,1-10|11-20|21-30|21-30|31-40|51-60,1
05/1996,1-10|41-50|51-60|51-60|51-60|51-60,1
05/1996,11-20|21-30|31-40|31-40|51-60|51-60,1
05/1997,1-10|1-10|11-20|21-30|31-40|51-60,1
05/1997,1-10|11-20|21-30|41-50|41-50|51-60,1
05/1997,1-10|11-20|21-30|41-50|51-60|51-60,1
05/1997,1-10|21-30|21-30|31-40|41-50|41-50,1
05/1998,1-10|1-10|11-20|11-20|21-30|31-40,1
05/1998,1-10|11-20|11-20|31-40|41-50|51-60,1
05/1998,1-10|11-20|31-40|31-40|41-50|51-60,1
05/1998,1-10|21-30|21-30|31-40|51-60|51-60,1
05/1998,11-20|21-30|21-30|31-40|41-50|51-60,1
05/1999,1-10|1-10|31-40|31-40|41-50|41-50,1
05/1999,1-10|11-20|21-30|31-40|31-40|41-50,1
05/1999,1-10|11-20|21-30|31-40|31-40|51-60,1
05/1999,1-10|11-20|21-30|31-40|51-60|51-60,1
05/1999,11-20|11-20|21-30|51-60|51-60|51-60,1
05/2000,11-20|11-20|31-40|41-50|41-50|51-60,1
05/2000,11-20|11-20|31-40|51-60|51-60|51-60,1
05/2000,11-20|21-30|41-50|41-50|51-60|51-60,1
05/2000,21-30|21-30|21-30|31-40|41-50|41-50,1
05/2001,1-10|1-10|21-30|31-40|31-40|41-50,1
05/2001,1-10|1-10|21-30|31-40|51-60|51-60,1
05/2001,1-10|11-20|21-30|21-30|41-50|51-60,1
05/2001,11-20|21-30|21-30|21-30|31-40|51-60,1
05/2002,1-10|11-20|31-40|31-40|41-50|51-60,1
05/2002,1-10|21-30|41-50|51-60|51-60|51-60,1
05/2002,11-20|11-20|11-20|21-30|31-40|51-60,1
05/2002,11-20|11-20|21-30|31-40|31-40|41-50,1
05/2002,11-20|21-30|31-40|31-40|51-60|51-60,1
05/2002,11-20|21-30|31-40|41-50|41-50|51-60,2
05/2002,21-30|21-30|21-30|41-50|51-60|51-60,1
05/2003,1-10|1-10|1-10|11-20|41-50|51-60,1
05/2003,1-10|11-20|11-20|31-40|41-50|41-50,1
05/2003,1-10|11-20|21-30|21-30|31-40|51-60,1
05/2003,1-10|21-30|31-40|31-40|41-50|41-50,1
05/2003,1-10|21-30|31-40|41-50|51-60|51-60,1
05/2003,11-20|11-20|11-20|21-30|21-30|51-60,1
05/2003,11-20|11-20|21-30|21-30|21-30|41-50,2
05/2003,11-20|21-30|21-30|31-40|41-50|51-60,1
05/2004,1-10|1-10|21-30|31-40|41-50|51-60,1
05/2004,1-10|11-20|11-20|11-20|11-20|31-40,1
05/2004,1-10|11-20|11-20|21-30|31-40|51-60,2
05/2004,1-10|11-20|11-20|31-40|31-40|41-50,1
05/2004,1-10|11-20|31-40|31-40|41-50|51-60,1
05/2004,1-10|31-40|31-40|31-40|31-40|41-50,1
05/2004,11-20|21-30|31-40|31-40|51-60|51-60,1
05/2004,11-20|31-40|31-40|41-50|51-60|51-60,1
05/2005,1-10|1-10|1-10|11-20|21-30|41-50,1
05/2005,1-10|1-10|11-20|21-30|41-50|41-50,1
05/2005,1-10|1-10|11-20|31-40|41-50|51-60,1
05/2005,1-10|11-20|21-30|21-30|41-50|51-60,1
05/2005,1-10|11-20|21-30|21-30|51-60|51-60,1
05/2005,1-10|11-20|31-40|31-40|51-60|51-60,1
05/2005,1-10|21-30|21-30|41-50|51-60|51-60,1
05/2005,1-10|21-30|31-40|31-40|41-50|51-60,1
05/2006,1-10|1-10|11-20|21-30|31-40|41-50,1
05/2006,1-10|1-10|21-30|31-40|31-40|51-60,1
05/2006,1-10|1-10|21-30|31-40|41-50|41-50,1
05/2006,1-10|1-10|41-50|41-50|51-60|51-60,1
05/2006,1-10|11-20|21-30|31-40|31-40|51-60,1
05/2006,1-10|11-20|21-30|41-50|41-50|51-60,1
05/2006,11-20|11-20|21-30|21-30|31-40|51-60,1
05/2006,11-20|11-20|41-50|41-50|41-50|51-60,1
05/2006,11-20|21-30|31-40|31-40|41-50|51-60,1
05/2007,1-10|1-10|1-10|11-20|41-50|51-60,1
05/2007,1-10|11-20|21-30|21-30|41-50|51-60,1
05/2007,1-10|11-20|31-40|31-40|41-50|51-60,1
05/2007,1-10|21-30|31-40|31-40|41-50|41-50,1
05/2007,1-10|21-30|31-40|31-40|41-50|51-60,1
05/2007,11-20|21-30|31-40|41-50|51-60|51-60,1
05/2007,21-30|21-30|21-30|31-40|51-60|51-60,1
05/2007,21-30|21-30|21-30|41-50|51-60|51-60,1
05/2007,21-30|21-30|41-50|41-50|41-50|51-60,1
05/2008,1-10|1-10|11-20|21-30|51-60|51-60,1
05/2008,1-10|1-10|21-30|21-30|41-50|51-60,1
05/2008,1-10|1-10|21-30|31-40|41-50|51-60,1
05/2008,1-10|11-20|11-20|11-20|21-30|51-60,1
05/2008,1-10|11-20|11-20|31-40|41-50|41-50,1
05/2008,1-10|21-30|21-30|31-40|51-60|51-60,1
05/2008,11-20|11-20|11-20|31-40|31-40|41-50,1
05/2008,11-20|11-20|31-40|31-40|31-40|51-60,1
05/2008,11-20|21-30|31-40|41-50|41-50|51-60,1
05/2009,1-10|1-10|1-10|11-20|11-20|31-40,1
05/2009,1-10|1-10|11-20|21-30|41-50|51-60,1
05/2009,1-10|1-10|11-20|31-40|31-40|41-50,1
05/2009,1-10|1-10|21-30|21-30|41-50|41-50,1
05/2009,1-10|1-10|31-40|41-50|41-50|41-50,1
05/2009,1-10|1-10|31-40|41-50|51-60|51-60,1
05/2009,1-10|11-20|11-20|21-30|31-40|51-60,1
05/2009,1-10|11-20|11-20|41-50|41-50|51-60,1
05/2009,1-10|21-30|31-40|31-40|31-40|41-50,1
05/2010,1-10|1-10|11-20|11-20|21-30|31-40,1
05/2010,1-10|1-10|21-30|51-60|51-60|51-60,1
05/2010,1-10|21-30|21-30|41-50|41-50|51-60,1
05/2010,1-10|21-30|21-30|41-50|51-60|51-60,1
05/2010,11-20|11-20|21-30|21-30|31-40|41-50,1
05/2010,11-20|11-20|21-30|31-40|41-50|41-50,1
05/2010,11-20|21-30|31-40|41-50|51-60|51-60,1
05/2010,31-40|31-40|41-50|41-50|51-60|51-60,1
05/2011,1-10|1-10|11-20|11-20|21-30|51-60,1
05/2011,1-10|1-10|21-30|31-40|51-60|51-60,1
05/2011,1-10|11-20|11-20|21-30|31-40|31-40,1
05/2011,1-10|11-20|21-30|31-40|31-40|31-40,1
05/2011,1-10|21-30|31-40|41-50|51-60|51-60,1
05/2011,1-10|21-30|31-40|51-60|51-60|51-60,1
05/2011,11-20|11-20|31-40|31-40|41-50|51-60,1
05/2011,11-20|21-30|21-30|21-30|31-40|31-40,1
05/2012,1-10|1-10|11-20|21-30|31-40|41-50,1
05/2012,1-10|11-20|11-20|31-40|31-40|51-60,1
05/2012,1-10|11-20|21-30|21-30|21-30|31-40,1
05/2012,1-10|11-20|21-30|21-30|31-40|41-50,1
05/2012,1-10|11-20|21-30|31-40|41-50|51-60,1
05/2012,11-20|21-30|31-40|31-40|51-60|51-60,1
05/2012,11-20|21-30|31-40|41-50|41-50|51-60,1
05/2012,21-30|21-30|31-40|41-50|41-50|51-60,1
05/2012,21-30|31-40|31-40|31-40|41-50|51-60,1
05/2013,1-10|1-10|1-10|21-30|41-50|51-60,1
05/2013,1-10|1-10|11-20|41-50|41-50|41-50,1
05/2013,1-10|1-10|31-40|31-40|41-50|51-60,1
05/2013,1-10|11-20|11-20|41-50|41-50|51-60,1
05/2013,1-10|11-20|21-30|21-30|21-30|41-50,1
05/2013,1-10|11-20|21-30|21-30|31-40|41-50,1
05/2013,1-10|11-20|21-30|31-40|41-50|41-50,1
05/2013,1-10|21-30|41-50|41-50|51-60|51-60,1
05/2013,11-20|11-20|21-30|41-50|41-50|51-60,1
05/2014,1-10|1-10|1-10|1-10|11-20|41-50,1
05/2014,1-10|1-10|11-20|31-40|31-40|51-60,1
05/2014,1-10|1-10|11-20|41-50|41-50|51-60,1
05/2014,1-10|1-10|21-30|41-50|51-60|51-60,1
05/2014,1-10|11-20|21-30|31-40|31-40|41-50,1
05/2014,1-10|21-30|21-30|21-30|31-40|51-60,1
05/2014,1-10|21-30|31-40|31-40|41-50|51-60,1
05/2014,11-20|11-20|21-30|31-40|51-60|51-60,1
05/2014,21-30|31-40|31-40|41-50|41-50|51-60,1
05/2015,1-10|1-10|11-20|31-40|31-40|51-60,1
05/2015,1-10|1-10|11-20|31-40|51-60|51-60,1
05/2015,1-10|11-20|11-20|21-30|31-40|51-60,1
05/2015,1-10|11-20|21-30|31-40|41-50|41-50,1
05/2015,1-10|21-30|21-30|31-40|31-40|41-50,1
05/2015,11-20|11-20|31-40|31-40|31-40|51-60,1
05/2015,11-20|11-20|41-50|41-50|41-50|51-60,1
05/2015,11-20|21-30|31-40|31-40|41-50|41-50,1
05/2015,11-20|31-40|31-40|31-40|41-50|51-60,1
05/2015,21-30|21-30|21-30|31-40|41-50|51-60,1
05/2016,1-10|1-10|1-10|11-20|51-60|51-60,1
05/2016,1-10|1-10|11-20|21-30|21-30|41-50,1
05/2016,1-10|1-10|21-30|31-40|41-50|51-60,1
05/2016,1-10|11-20|21-30|21-30|31-40|41-50,1
05/2016,1-10|11-20|21-30|31-40|41-50|51-60,1
05/2016,1-10|11-20|21-30|41-50|51-60|51-60,1
05/2016,1-10|21-30|21-30|41-50|41-50|51-60,1
05/2016,11-20|11-20|21-30|21-30|31-40|31-40,1
05/2016,11-20|21-30|31-40|31-40|51-60|51-60,1
05/2017,1-10|1-10|1-10|11-20|21-30|21-30,1
05/2017,1-10|1-10|1-10|11-20|21-30|31-40,1
05/2017,1-10|1-10|11-20|11-20|21-30|41-50,1
05/2017,1-10|1-10|21-30|31-40|41-50|51-60,1
05/2017,1-10|11-20|11-20|11-20|21-30|31-40,1
05/2017,1-10|11-20|11-20|11-20|31-40|51-60,1
05/2017,1-10|11-20|11-20|31-40|51-60|51-60,1
05/2017,1-10|11-20|21-30|21-30|41-50|51-60,1
05/2017,1-10|21-30|21-30|51-60|51-60|51-60,1
05/2017,1-10|21-30|31-40|31-40|51-60|51-60,1
05/2018,1-10|1-10|11-20|21-30|21-30|51-60,1
05/2018,1-10|1-10|41-50|51-60|51-60|51-60,1
05/2018,1-10|11-20|21-30|21-30|31-40|41-50,1
05/2018,1-10|11-20|21-30|21-30|41-50|51-60,1
05/2018,1-10|11-20|41-50|51-60|51-60|51-60,1
05/2018,1-10|21-30|21-30|31-40|31-40|31-40,1
05/2018,11-20|11-20|21-30|21-30|41-50|51-60,1
05/2018,11-20|21-30|21-30|31-40|31-40|31-40,1
05/2018,11-20|21-30|21-30|41-50|41-50|41-50,1
05/2018,21-30|31-40|51-60|51-60|51-60|51-60,1
05/2019,1-10|1-10|21-30|31-40|41-50|41-50,1
05/2019,1-10|11-20|11-20|21-30|31-40|31-40,1
05/2019,1-10|11-20|21-30|31-40|31-40|31-40,1
05/2019,1-10|11-20|31-40|31-40|51-60|51-60,1
05/2019,1-10|21-30|41-50|41-50|41-50|51-60,1
05/2019,11-20|11-20|31-40|41-50|41-50|41-50,1
05/2019,21-30|21-30|21-30|31-40|41-50|41-50,1
05/2019,21-30|21-30|31-40|41-50|41-50|41-50,1
05/2019,21-30|21-30|31-40|41-50|41-50|51-60,1
05/2020,1-10|1-10|1-10|11-20|21-30|21-30,1
05/2020,1-10|1-10|1-10|11-20|21-30|31-40,1
05/2020,1-10|1-10|11-20|21-30|21-30|41-50,1
05/2020,1-10|21-30|21-30|21-30|21-30|51-60,1
05/2020,1-10|21-30|31-40|31-40|51-60|51-60,1
05/2020,1-10|21-30|31-40|41-50|41-50|51-60,1
05/2020,11-20|11-20|21-30|31-40|41-50|41-50,1
05/2020,11-20|11-20|31-40|31-40|31-40|41-50,1
05/2020,11-20|21-30|21-30|31-40|31-40|51-60,1
05/2020,11-20|21-30|41-50|51-60|51-60|51-60,1
05/2021,1-10|1-10|11-20|11-20|31-40|51-60,1
05/2021,1-10|1-10|11-20|21-30|31-40|51-60,1
05/2021,1-10|1-10|41-50|41-50|51-60|51-60,1
05/2021,1-10|11-20|21-30|31-40|31-40|41-50,1
05/2021,1-10|11-20|21-30|41-50|41-50|51-60,1
05/2021,1-10|31-40|31-40|41-50|41-50|51-60,1
05/2021,11-20|11-20|11-20|11-20|11-20|21-30,1
05/2021,11-20|11-20|21-30|31-40|31-40|41-50,1
05/2021,21-30|21-30|21-30|41-50|41-50|51-60,1
05/2022,1-10|1-10|1-10|31-40|41-50|51-60,1
05/2022,1-10|1-10|11-20|11-20|31-40|51-60,1
05/2022,1-10|1-10|21-30|21-30|31-40|31-40,1
05/2022,1-10|11-20|11-20|11-20|21-30|31-40,1
05/2022,1-10|11-20|21-30|21-30|31-40|41-50,1
05/2022,1-10|11-20|31-40|31-40|41-50|51-60,1
05/2022,1-10|31-40|31-40|41-50|41-50|51-60,1
05/2022,11-20|11-20|31-40|41-50|51-60|51-60,1
05/2022,11-20|31-40|31-40|31-40|41-50|51-60,1
05/2023,1-10|11-20|11-20|21-30|31-40|31-40,2
05/2023,1-10|11-20|21-30|21-30|21-30|21-30,1
05/2023,1-10|11-20|21-30|31-40|41-50|41-50,1
05/2023,1-10|11-20|21-30|31-40|51-60|51-60,1
05/2023,1-10|11-20|31-40|31-40|41-50|51-60,1
05/2023,1-10|21-30|31-40|31-40|41-50|51-60,1
05/2023,11-20|11-20|21-30|31-40|31-40|51-60,1
05/2023,11-20|21-30|31-40|51-60|51-60|51-60,1
05/2023,31-40|31-40|31-40|41-50|51-60|51-60,1
05/2024,1-10|1-10|11-20|21-30|41-50|41-50,1
05/2024,1-10|1-10|11-20|21-30|41-50|51-60,1
05/2024,1-10|1-10|31-40|31-40|31-40|41-50,1
05/2024,1-10|11-20|11-20|21-30|41-50|41-50,1
05/2024,1-10|11-20|11-20|21-30|41-50|51-60,1
05/2024,1-10|21-30|21-30|41-50|41-50|51-60,1
05/2024,1-10|31-40|31-40|41-50|51-60|51-60,1
05/2024,11-20|21-30|21-30|21-30|41-50|51-60,1
05/2024,11-20|21-30|21-30|31-40|41-50|41-50,1
05/2024,11-20|21-30|41-50|41-50|51-60|51-60,1
05/2024,21-30|41-50|41-50|51-60|51-60|51-60,1
05/2025,1-10|1-10|11-20|11-20|11-20|51-60,1
05/2025,1-10|1-10|11-20|11-20|21-30|41-50,1
05/2025,1-10|1-10|11-20|11-20|31-40|51-60,1
05/2025,1-10|1-10|11-20|21-30|21-30|51-60,1
05/2025,1-10|1-10|11-20|21-30|31-40|51-60,1
05/2025,1-10|1-10|11-20|31-40|41-50|51-60,1
05/2025,1-10|11-20|11-20|11-20|31-40|51-60,2
05/2025,1-10|11-20|21-30|21-30|31-40|51-60,1
05/2025,1-10|11-20|21-30|21-30|41-50|51-60,1
05/2025,1-10|21-30|21-30|31-40|41-50|51-60,1
05/2025,1-10|21-30|21-30|41-50|51-60|51-60,1
05/2025,1-10|21-30|31-40|31-40|41-50|51-60,1
05/2026,1-10|1-10|1-10|21-30|41-50|51-60,1
05/2026,1-10|21-30|21-30|31-40|41-50|51-60,1
06/1996,1-10|11-20|21-30|21-30|41-50|51-60,1
06/1996,11-20|31-40|31-40|41-50|51-60|51-60,1
06/1996,11-20|31-40|31-40|51-60|51-60|51-60,1
06/1996,11-20|31-40|41-50|41-50|51-60|51-60,1
06/1997,1-10|1-10|11-20|11-20|51-60|51-60,1
06/1997,1-10|1-10|11-20|21-30|31-40|31-40,1
06/1997,11-20|11-20|11-20|21-30|31-40|41-50,1
06/1997,11-20|11-20|11-20|21-30|41-50|51-60,1
06/1997,21-30|31-40|41-50|51-60|51-60|51-60,1
06/1998,1-10|11-20|21-30|31-40|41-50|41-50,1
06/1998,1-10|21-30|21-30|31-40|51-60|51-60,1
06/1998,1-10|21-30|31-40|31-40|41-50|41-50,1
06/1998,1-10|21-30|41-50|41-50|51-60|51-60,1
06/1999,1-10|11-20|21-30|31-40|31-40|41-50,1
06/1999,1-10|21-30|31-40|41-50|41-50|51-60,1
06/1999,1-10|41-50|41-50|51-60|51-60|51-60,1
06/1999,11-20|21-30|21-30|41-50|41-50|41-50,1
06/2000,1-10|1-10|11-20|21-30|31-40|51-60,1
06/2000,1-10|1-10|21-30|21-30|21-30|51-60,1
06/2000,1-10|11-20|11-20|11-20|21-30|41-50,1
06/2000,1-10|11-20|21-30|41-50|51-60|51-60,1
06/2001,1-10|11-20|11-20|21-30|31-40|51-60,1
06/2001,1-10|21-30|31-40|31-40|51-60|51-60,1
06/2001,11-20|11-20|11-20|21-30|31-40|41-50,1
06/2001,11-20|11-20|21-30|31-40|31-40|41-50,1
06/2001,21-30|31-40|41-50|51-60|51-60|51-60,1
06/2002,1-10|1-10|1-10|11-20|21-30|51-60,1
06/2002,1-10|1-10|1-10|21-30|31-40|31-40,1
06/2002,1-10|1-10|11-20|21-30|41-50|51-60,1
06/2002,1-10|1-10|31-40|41-50|51-60|51-60,1
06/2002,1-10|11-20|21-30|31-40|31-40|51-60,1
06/2002,1-10|11-20|21-30|31-40|41-50|51-60,2
06/2002,11-20|11-20|21-30|31-40|41-50|51-60,1
06/2002,11-20|21-30|31-40|31-40|41-50|41-50,1
06/2003,1-10|1-10|11-20|21-30|31-40|51-60,1
06/2003,1-10|1-10|11-20|21-30|41-50|51-60,1
06/2003,1-10|1-10|21-30|21-30|31-40|51-60,1
06/2003,1-10|11-20|21-30|31-40|51-60|51-60,1
06/2003,1-10|11-20|31-40|31-40|31-40|41-50,1
06/2003,1-10|21-30|41-50|41-50|51-60|51-60,1
06/2003,1-10|31-40|31-40|31-40|51-60|51-60,1
06/2003,11-20|21-30|21-30|21-30|41-50|41-50,1
06/2004,1-10|1-10|11-20|11-20|31-40|51-60,2
06/2004,1-10|1-10|11-20|21-30|31-40|41-50,1
06/2004,1-10|1-10|11-20|31-40|41-50|51-60,1
06/2004,1-10|11-20|21-30|21-30|31-40|41-50,1
06/2004,1-10|11-20|21-30|21-30|31-40|51-60,1
06/2004,11-20|11-20|11-20|31-40|41-50|51-60,1
06/2004,11-20|11-20|21-30|21-30|21-30|41-50,1
06/2004,11-20|31-40|31-40|31-40|31-40|51-60,1
06/2005,1-10|1-10|21-30|31-40|41-50|51-60,1
06/2005,1-10|11-20|11-20|31-40|31-40|31-40,1
06/2005,1-10|11-20|21-30|31-40|31-40|51-60,1
06/2005,1-10|11-20|31-40|41-50|41-50|41-50,1
06/2005,1-10|21-30|21-30|31-40|41-50|41-50,1
06/2005,11-20|21-30|21-30|31-40|31-40|41-50,1
06/2005,21-30|21-30|21-30|41-50|41-50|41-50,1
06/2005,21-30|21-30|31-40|31-40|41-50|51-60,1
06/2005,21-30|31-40|41-50|41-50|51-60|51-60,1
06/2006,1-10|1-10|11-20|21-30|31-40|51-60,1
06/2006,1-10|1-10|31-40|41-50|51-60|51-60,1
06/2006,1-10|11-20|21-30|31-40|31-40|41-50,1
06/2006,1-10|11-20|31-40|41-50|51-60|51-60,1
06/2006,1-10|31-40|31-40|51-60|51-60|51-60,1
06/2006,11-20|11-20|11-20|21-30|21-30|41-50,1
06/2006,11-20|21-30|21-30|31-40|41-50|41-50,1
06/2006,11-20|21-30|41-50|41-50|41-50|41-50,1
06/2007,1-10|1-10|11-20|41-50|41-50|51-60,1
06/2007,1-10|11-20|21-30|31-40|51-60|51-60,1
06/2007,1-10|11-20|31-40|41-50|51-60|51-60,1
06/2007,1-10|11-20|41-50|41-50|51-60|51-60,1
06/2007,1-10|21-30|21-30|31-40|41-50|41-50,1
06/2007,11-20|11-20|11-20|21-30|31-40|31-40,1
06/2007,11-20|11-20|21-30|31-40|51-60|51-60,1
06/2007,11-20|11-20|31-40|31-40|41-50|51-60,1
06/2007,21-30|21-30|31-40|41-50|41-50|51-60,1
06/2008,1-10|1-10|1-10|1-10|11-20|31-40,1
06/2008,1-10|1-10|31-40|41-50|51-60|51-60,1
06/2008,1-10|11-20|21-30|31-40|31-40|51-60,1
06/2008,1-10|11-20|21-30|31-40|41-50|41-50,1
06/2008,1-10|21-30|31-40|31-40|31-40|41-50,1
06/2008,11-20|11-20|11-20|21-30|41-50|51-60,1
06/2008,11-20|11-20|21-30|31-40|31-40|51-60,1
06/2008,11-20|21-30|21-30|21-30|31-40|51-60,1
06/2009,1-10|1-10|1-10|1-10|21-30|41-50,1
06/2009,1-10|11-20|21-30|21-30|31-40|31-40,1
06/2009,1-10|11-20|21-30|21-30|41-50|41-50,1
06/2009,1-10|11-20|21-30|21-30|51-60|51-60,1
06/2009,1-10|11-20|21-30|31-40|31-40|51-60,1
06/2009,1-10|11-20|31-40|31-40|41-50|51-60,1
06/2009,11-20|11-20|11-20|31-40|41-50|51-60,1
06/2009,11-20|21-30|31-40|31-40|41-50|51-60,1
06/2010,1-10|1-10|11-20|11-20|11-20|41-50,1
06/2010,1-10|1-10|21-30|21-30|21-30|21-30,1
06/2010,1-10|1-10|21-30|31-40|41-50|51-60,1
06/2010,1-10|11-20|11-20|21-30|21-30|31-40,1
06/2010,1-10|11-20|11-20|31-40|41-50|41-50,1
06/2010,1-10|11-20|11-20|31-40|51-60|51-60,1
06/2010,1-10|11-20|41-50|51-60|51-60|51-60,1
06/2010,11-20|11-20|41-50|51-60|51-60|51-60,1
06/2010,11-20|21-30|21-30|31-40|31-40|41-50,1
06/2011,1-10|1-10|1-10|11-20|21-30|51-60,1
06/2011,1-10|1-10|11-20|11-20|41-50|51-60,1
06/2011,1-10|1-10|11-20|21-30|31-40|41-50,1
06/2011,1-10|1-10|21-30|41-50|41-50|51-60,1
06/2011,1-10|11-20|21-30|21-30|31-40|51-60,1
06/2011,1-10|11-20|21-30|31-40|41-50|41-50,1
06/2011,1-10|11-20|41-50|41-50|41-50|51-60,1
06/2011,11-20|21-30|31-40|31-40|41-50|51-60,1
06/2011,11-20|31-40|41-50|51-60|51-60|51-60,1
06/2012,1-10|1-10|1-10|11-20|21-30|51-60,1
06/2012,1-10|1-10|1-10|21-30|21-30|31-40,1
06/2012,1-10|11-20|11-20|11-20|41-50|41-50,1
06/2012,1-10|21-30|31-40|41-50|51-60|51-60,1
06/2012,11-20|11-20|21-30|31-40|41-50|41-50,1
06/2012,11-20|11-20|21-30|31-40|41-50|51-60,1
06/2012,11-20|31-40|31-40|31-40|41-50|51-60,1
06/2012,21-30|41-50|51-60|51-60|51-60|51-60,1
06/2012,31-40|31-40|41-50|51-60|51-60|51-60,1
