mes_ano,dezenas_combinadas,count_combinacao_MMYY
10/2001,1-10|11-20|21-30|31-40|41-50|51-60,1
10/2001,1-10|11-20|21-30|31-40|51-60|51-60,1
10/2001,1-10|11-20|31-40|41-50|41-50|51-60,1
10/2001,1-10|21-30|41-50|41-50|51-60|51-60,1
10/2001,11-20|11-20|11-20|21-30|41-50|41-50,1
10/2001,11-20|21-30|21-30|31-40|41-50|51-60,1
10/2001,11-20|21-30|41-50|41-50|51-60|51-60,1
10/2002,1-10|11-20|21-30|31-40|41-50|51-60,1
10/2002,1-10|11-20|21-30|41-50|51-60|51-60,2
10/2002,1-10|11-20|31-40|31-40|41-50|41-50,1
10/2002,1-10|21-30|21-30|31-40|31-40|51-60,1
10/2002,11-20|11-20|41-50|41-50|41-50|51-60,1
10/2002,11-20|21-30|21-30|31-40|31-40|41-50,1
10/2002,11-20|21-30|31-40|41-50|41-50|51-60,1
10/2002,21-30|21-30|31-40|41-50|51-60|51-60,1
10/2003,1-10|1-10|11-20|41-50|41-50|51-60,1
10/2003,1-10|1-10|21-30|21-30|41-50|41-50,1
10/2003,1-10|1-10|21-30|31-40|41-50|51-60,1
10/2003,1-10|11-20|11-20|21-30|31-40|41-50,1
10/2003,1-10|11-20|21-30|21-30|31-40|41-50,1
10/2003,1-10|11-20|21-30|41-50|41-50|51-60,1
10/2003,1-10|11-20|31-40|31-40|31-40|31-40,1
10/2003,11-20|21-30|21-30|31-40|31-40|51-60,1
10/2003,21-30|31-40|31-40|31-40|31-40|51-60,1
10/2004,1-10|1-10|11-20|11-20|21-30|41-50,1
10/2004,1-10|1-10|11-20|51-60|51-60|51-60,1
10/2004,1-10|11-20|11-20|21-30|21-30|31-40,1
10/2004,1-10|11-20|11-20|21-30|41-50|51-60,1
10/2004,1-10|21-30|31-40|31-40|41-50|51-60,1
10/2004,1-10|21-30|41-50|41-50|51-60|51-60,1
10/2004,11-20|21-30|21-30|31-40|41-50|41-50,1
10/2004,11-20|21-30|41-50|41-50|41-50|51-60,1
10/2004,21-30|21-30|41-50|41-50|41-50|41-50,1
10/2005,1-10|1-10|1-10|11-20|21-30|51-60,1
10/2005,1-10|1-10|1-10|21-30|21-30|41-50,1
10/2005,1-10|1-10|1-10|31-40|41-50|51-60,1
10/2005,1-10|1-10|11-20|21-30|31-40|41-50,1
10/2005,1-10|1-10|11-20|31-40|41-50|41-50,1
10/2005,1-10|11-20|11-20|11-20|21-30|41-50,1
10/2005,1-10|11-20|21-30|21-30|21-30|41-50,1
10/2005,1-10|21-30|31-40|31-40|41-50|41-50,1
10/2006,1-10|1-10|1-10|31-40|31-40|41-50,1
10/2006,1-10|1-10|21-30|31-40|41-50|51-60,1
10/2006,1-10|11-20|11-20|21-30|21-30|21-30,1
10/2006,1-10|11-20|21-30|31-40|41-50|51-60,1
10/2006,1-10|11-20|31-40|41-50|51-60|51-60,1
10/2006,1-10|21-30|31-40|41-50|41-50|51-60,2
10/2006,11-20|21-30|31-40|41-50|41-50|51-60,1
10/2007,1-10|1-10|11-20|21-30|41-50|51-60,1
10/2007,1-10|1-10|21-30|21-30|41-50|41-50,1
10/2007,1-10|11-20|21-30|21-30|21-30|51-60,1
10/2007,1-10|11-20|21-30|21-30|31-40|51-60,1
10/2007,1-10|11-20|21-30|31-40|41-50|51-60,1
10/2007,1-10|31-40|31-40|41-50|51-60|51-60,1
10/2007,11-20|11-20|21-30|21-30|41-50|41-50,1
10/2007,11-20|21-30|21-30|21-30|31-40|41-50,1
10/2007,11-20|21-30|31-40|31-40|41-50|51-60,1
10/2008,1-10|1-10|11-20|11-20|11-20|41-50,1
10/2008,1-10|1-10|11-20|11-20|21-30|51-60,1
10/2008,1-10|1-10|11-20|21-30|21-30|41-50,1
10/2008,1-10|1-10|11-20|21-30|31-40|51-60,1
10/2008,1-10|1-10|11-20|31-40|41-50|51-60,1
10/2008,1-10|1-10|21-30|41-50|51-60|51-60,1
10/2008,1-10|11-20|21-30|21-30|31-40|51-60,1
10/2008,1-10|11-20|31-40|31-40|51-60|51-60,1
10/2008,11-20|11-20|31-40|41-50|51-60|51-60,1
10/2009,1-10|1-10|11-20|11-20|11-20|41-50,1
10/2009,1-10|1-10|11-20|21-30|31-40|31-40,1
10/2009,1-10|11-20|11-20|21-30|21-30|51-60,1
10/2009,1-10|11-20|11-20|51-60|51-60|51-60,1
10/2009,1-10|11-20|21-30|41-50|41-50|51-60,1
10/2009,1-10|31-40|31-40|41-50|41-50|51-60,1
10/2009,1-10|31-40|41-50|41-50|41-50|51-60,1
10/2009,11-20|21-30|31-40|41-50|41-50|41-50,1
10/2009,21-30|41-50|41-50|41-50|51-60|51-60,1
10/2010,1-10|1-10|11-20|21-30|41-50|51-60,1
10/2010,1-10|11-20|31-40|41-50|41-50|51-60,1
10/2010,1-10|11-20|41-50|41-50|51-60|51-60,1
10/2010,1-10|21-30|21-30|31-40|31-40|51-60,1
10/2010,1-10|31-40|31-40|31-40|41-50|51-60,1
10/2010,1-10|31-40|31-40|41-50|51-60|51-60,1
10/2010,11-20|11-20|31-40|41-50|41-50|41-50,1
10/2010,11-20|21-30|21-30|41-50|51-60|51-60,1
10/2010,31-40|31-40|31-40|31-40|41-50|51-60,1
10/2011,1-10|1-10|11-20|11-20|31-40|41-50,1
10/2011,1-10|1-10|11-20|21-30|31-40|51-60,1
10/2011,1-10|1-10|11-20|31-40|41-50|41-50,1
10/2011,1-10|11-20|11-20|11-20|21-30|41-50,1
10/2011,1-10|11-20|21-30|21-30|41-50|41-50,1
10/2011,1-10|21-30|21-30|31-40|41-50|51-60,1
10/2011,1-10|21-30|21-30|41-50|51-60|51-60,1
10/2011,11-20|21-30|31-40|41-50|51-60|51-60,1
10/2011,11-20|31-40|31-40|41-50|51-60|51-60,1
10/2012,1-10|1-10|11-20|31-40|31-40|51-60,1
10/2012,1-10|11-20|11-20|31-40|41-50|51-60,1
10/2012,1-10|11-20|21-30|21-30|21-30|51-60,1
10/2012,1-10|11-20|21-30|21-30|41-50|51-60,1
10/2012,1-10|11-20|21-30|31-40|51-60|51-60,1
10/2012,1-10|11-20|31-40|31-40|31-40|41-50,1
10/2012,1-10|11-20|41-50|41-50|41-50|51-60,1
10/2012,11-20|21-30|21-30|41-50|41-50|51-60,1
10/2012,21-30|21-30|21-30|31-40|31-40|41-50,1
10/2013,1-10|1-10|11-20|21-30|41-50|51-60,1
10/2013,1-10|1-10|21-30|41-50|51-60|51-60,1
10/2013,1-10|1-10|31-40|41-50|51-60|51-60,1
10/2013,1-10|11-20|11-20|21-30|21-30|41-50,1
10/2013,1-10|11-20|11-20|21-30|31-40|51-60,1
10/2013,1-10|11-20|21-30|31-40|41-50|51-60,1
10/2013,1-10|21-30|31-40|41-50|41-50|51-60,1
10/2013,11-20|11-20|21-30|31-40|41-50|51-60,1
10/2013,21-30|21-30|31-40|51-60|51-60|51-60,1
10/2014,1-10|1-10|11-20|21-30|31-40|41-50,1
10/2014,1-10|11-20|11-20|21-30|31-40|51-60,1
10/2014,1-10|11-20|21-30|31-40|31-40|31-40,1
10/2014,1-10|21-30|41-50|41-50|41-50|51-60,1
10/2014,11-20|11-20|11-20|11-20|21-30|41-50,1
10/2014,11-20|11-20|11-20|21-30|31-40|51-60,1
10/2014,11-20|11-20|21-30|31-40|51-60|51-60,1
10/2014,11-20|21-30|31-40|31-40|41-50|51-60,1
10/2014,21-30|21-30|21-30|31-40|41-50|51-60,1
10/2015,1-10|1-10|1-10|11-20|21-30|41-50,1
10/2015,1-10|1-10|11-20|41-50|41-50|51-60,1
10/2015,1-10|11-20|11-20|21-30|31-40|41-50,2
10/2015,1-10|11-20|21-30|31-40|41-50|51-60,1
10/2015,1-10|31-40|31-40|41-50|51-60|51-60,1
10/2015,1-10|31-40|31-40|51-60|51-60|51-60,1
10/2015,11-20|11-20|11-20|31-40|41-50|41-50,1
10/2015,11-20|21-30|21-30|31-40|31-40|51-60,1
10/2015,11-20|21-30|21-30|41-50|51-60|51-60,1
10/2016,1-10|1-10|11-20|21-30|21-30|41-50,1
10/2016,1-10|1-10|11-20|31-40|31-40|51-60,1
10/2016,1-10|1-10|21-30|21-30|21-30|31-40,1
10/2016,1-10|1-10|31-40|31-40|31-40|41-50,1
10/2016,1-10|1-10|31-40|41-50|41-50|51-60,1
10/2016,1-10|11-20|11-20|31-40|51-60|51-60,1
10/2016,11-20|11-20|21-30|31-40|31-40|31-40,1
10/2016,11-20|11-20|31-40|31-40|41-50|51-60,1
10/2016,11-20|21-30|21-30|21-30|31-40|51-60,1
10/2016,11-20|21-30|41-50|51-60|51-60|51-60,1
10/2017,1-10|1-10|21-30|41-50|51-60|51-60,1
10/2017,1-10|11-20|11-20|21-30|41-50|41-50,1
10/2017,1-10|11-20|11-20|31-40|31-40|51-60,1
10/2017,1-10|11-20|21-30|21-30|41-50|51-60,1
10/2017,1-10|11-20|21-30|31-40|31-40|31-40,1
10/2017,1-10|11-20|21-30|31-40|51-60|51-60,1
10/2017,11-20|11-20|11-20|11-20|31-40|31-40,1
10/2017,11-20|11-20|11-20|21-30|51-60|51-60,1
10/2017,21-30|21-30|21-30|31-40|31-40|41-50,1
10/2018,1-10|1-10|31-40|31-40|41-50|41-50,1
10/2018,1-10|11-20|11-20|21-30|31-40|51-60,1
10/2018,1-10|11-20|11-20|31-40|31-40|51-60,2
10/2018,1-10|11-20|21-30|21-30|31-40|51-60,1
10/2018,1-10|11-20|21-30|31-40|31-40|31-40,1
10/2018,1-10|11-20|21-30|31-40|51-60|51-60,1
10/2018,1-10|31-40|41-50|41-50|41-50|51-60,1
10/2018,11-20|11-20|11-20|11-20|21-30|21-30,1
10/2018,11-20|21-30|21-30|31-40|31-40|41-50,1
10/2019,1-10|11-20|11-20|21-30|31-40|31-40,1
10/2019,1-10|11-20|21-30|31-40|41-50|51-60,1
10/2019,1-10|11-20|21-30|41-50|41-50|51-60,1
10/2019,1-10|11-20|31-40|31-40|41-50|51-60,1
10/2019,1-10|21-30|21-30|21-30|41-50|51-60,1
10/2019,11-20|11-20|21-30|31-40|41-50|51-60,1
10/2019,11-20|21-30|21-30|31-40|31-40|41-50,1
10/2019,11-20|21-30|31-40|31-40|41-50|51-60,2
10/2019,11-20|31-40|41-50|41-50|41-50|51-60,1
10/2020,1-10|1-10|1-10|31-40|41-50|51-60,1
10/2020,1-10|1-10|21-30|41-50|41-50|41-50,1
10/2020,1-10|11-20|21-30|21-30|31-40|51-60,1
10/2020,1-10|11-20|21-30|31-40|51-60|51-60,3
10/2020,1-10|11-20|21-30|41-50|41-50|51-60,1
10/2020,1-10|21-30|31-40|41-50|41-50|51-60,1
10/2020,11-20|11-20|21-30|21-30|41-50|51-60,1
10/2020,11-20|31-40|31-40|41-50|51-60|51-60,1
10/2021,1-10|1-10|1-10|11-20|21-30|41-50,2
10/2021,1-10|1-10|11-20|21-30|31-40|51-60,1
10/2021,1-10|1-10|21-30|31-40|41-50|51-60,1
10/2021,1-10|1-10|31-40|31-40|41-50|51-60,1
10/2021,1-10|11-20|11-20|21-30|51-60|51-60,1
10/2021,1-10|11-20|11-20|31-40|31-40|51-60,1
10/2021,1-10|11-20|21-30|21-30|31-40|51-60,1
10/2021,1-10|31-40|41-50|41-50|41-50|51-60,1
10/2021,11-20|11-20|31-40|41-50|51-60|51-60,1
10/2022,1-10|1-10|11-20|41-50|51-60|51-60,1
10/2022,1-10|1-10|31-40|51-60|51-60|51-60,1
10/2022,1-10|11-20|11-20|11-20|21-30|21-30,1
10/2022,1-10|11-20|21-30|21-30|41-50|51-60,1
10/2022,1-10|11-20|21-30|31-40|41-50|51-60,2
10/2022,1-10|11-20|21-30|51-60|51-60|51-60,1
10/2022,11-20|11-20|11-20|21-30|21-30|41-50,1
10/2022,11-20|11-20|11-20|31-40|41-50|51-60,1
10/2022,21-30|31-40|31-40|41-50|51-60|51-60,1
10/2023,1-10|1-10|1-10|21-30|21-30|31-40,1
10/2023,1-10|1-10|21-30|31-40|51-60|51-60,1
10/2023,1-10|11-20|21-30|21-30|21-30|41-50,1
10/2023,1-10|11-20|21-30|31-40|31-40|51-60,1
10/2023,1-10|11-20|21-30|31-40|41-50|51-60,1
10/2023,1-10|11-20|31-40|31-40|41-50|41-50,1
10/2023,1-10|21-30|31-40|31-40|41-50|41-50,1
10/2023,1-10|21-30|31-40|41-50|51-60|51-60,1
10/2023,1-10|31-40|31-40|41-50|41-50|51-60,1
10/2023,11-20|21-30|21-30|31-40|41-50|51-60,1
10/2023,11-20|41-50|41-50|41-50|51-60|51-60,1
10/2024,1-10|1-10|11-20|21-30|31-40|41-50,1
10/2024,1-10|1-10|21-30|31-40|31-40|41-50,1
10/2024,1-10|11-20|11-20|11-20|11-20|51-60,1
10/2024,1-10|11-20|11-20|11-20|31-40|51-60,1
10/2024,1-10|11-20|11-20|21-30|21-30|41-50,1
10/2024,1-10|21-30|31-40|31-40|41-50|51-60,1
10/2024,1-10|31-40|31-40|41-50|41-50|51-60,1
10/2024,11-20|21-30|41-50|41-50|51-60|51-60,1
10/2024,21-30|21-30|31-40|41-50|51-60|51-60,1
10/2024,21-30|31-40|31-40|41-50|41-50|51-60,1
10/2024,21-30|31-40|31-40|41-50|51-60|51-60,1
10/2025,1-10|1-10|1-10|31-40|31-40|51-60,1
10/2025,1-10|1-10|11-20|11-20|21-30|21-30,1
10/2025,1-10|1-10|11-20|31-40|41-50|41-50,1
10/2025,1-10|11-20|11-20|11-20|31-40|41-50,1
10/2025,1-10|11-20|21-30|21-30|31-40|51-60,1
10/2025,1-10|11-20|21-30|31-40|31-40|51-60,1
10/2025,1-10|11-20|21-30|31-40|41-50|51-60,2
10/2025,1-10|11-20|21-30|41-50|41-50|41-50,1
10/2025,1-10|21-30|21-30|31-40|31-40|41-50,1
10/2025,11-20|21-30|21-30|31-40|41-50|41-50,1
10/2025,11-20|21-30|31-40|31-40|51-60|51-60,1
10/2025,11-20|21-30|31-40|51-60|51-60|51-60,1
11/1996,1-10|1-10|21-30|31-40|51-60|51-60,1
11/1996,1-10|11-20|11-20|21-30|21-30|51-60,1
11/1996,1-10|11-20|21-30|21-30|51-60|51-60,1
11/1996,1-10|41-50|41-50|41-50|51-60|51-60,1
11/1997,1-10|1-10|1-10|31-40|31-40|51-60,1
11/1997,1-10|1-10|11-20|21-30|31-40|31-40,1
11/1997,1-10|11-20|21-30|31-40|41-50|41-50,1
11/1997,1-10|21-30|21-30|31-40|51-60|51-60,1
11/1997,11-20|31-40|41-50|41-50|51-60|51-60,1
11/1998,1-10|11-20|11-20|11-20|51-60|51-60,1
11/1998,1-10|11-20|11-20|31-40|41-50|51-60,1
11/1998,1-10|11-20|21-30|41-50|41-50|51-60,1
11/1998,1-10|31-40|41-50|41-50|41-50|51-60,1
11/1999,1-10|1-10|11-20|31-40|31-40|41-50,1
11/1999,1-10|11-20|11-20|11-20|41-50|41-50,1
11/1999,1-10|21-30|21-30|41-50|51-60|51-60,1
11/1999,21-30|21-30|31-40|31-40|41-50|41-50,1
11/2000,1-10|1-10|21-30|21-30|31-40|41-50,1
11/2000,1-10|11-20|31-40|31-40|41-50|51-60,1
11/2000,1-10|21-30|41-50|51-60|51-60|51-60,1
11/2000,11-20|21-30|31-40|41-50|41-50|51-60,1
11/2001,1-10|11-20|21-30|21-30|31-40|31-40,1
11/2001,1-10|21-30|21-30|41-50|51-60|51-60,1
11/2001,1-10|31-40|31-40|31-40|31-40|51-60,1
11/2001,11-20|11-20|21-30|21-30|31-40|41-50,1
11/2001,11-20|11-20|21-30|31-40|31-40|51-60,1
11/2001,11-20|21-30|21-30|21-30|41-50|41-50,1
11/2001,11-20|21-30|21-30|41-50|41-50|41-50,1
11/2001,21-30|21-30|21-30|31-40|31-40|41-50,1
11/2002,1-10|1-10|21-30|31-40|31-40|51-60,1
11/2002,1-10|1-10|21-30|31-40|41-50|41-50,1
11/2002,1-10|11-20|11-20|21-30|41-50|51-60,1
11/2002,1-10|11-20|21-30|21-30|31-40|41-50,1
11/2002,1-10|11-20|21-30|31-40|51-60|51-60,1
11/2002,1-10|11-20|31-40|31-40|41-50|51-60,1
11/2002,1-10|11-20|31-40|41-50|41-50|51-60,1
11/2002,1-10|21-30|31-40|31-40|31-40|51-60,1
11/2002,11-20|21-30|31-40|41-50|51-60|51-60,1
11/2003,1-10|1-10|1-10|11-20|11-20|41-50,1
11/2003,1-10|1-10|1-10|31-40|31-40|31-40,1
11/2003,1-10|1-10|21-30|31-40|31-40|51-60,1
11/2003,1-10|1-10|21-30|41-50|41-50|51-60,1
11/2003,1-10|1-10|31-40|31-40|51-60|51-60,1
11/2003,1-10|11-20|21-30|31-40|31-40|31-40,1
11/2003,1-10|11-20|21-30|31-40|31-40|41-50,1
11/2003,11-20|11-20|31-40|41-50|41-50|51-60,1
11/2003,11-20|31-40|31-40|41-50|51-60|51-60,1
11/2004,1-10|1-10|1-10|11-20|21-30|51-60,1
11/2004,1-10|1-10|1-10|21-30|31-40|51-60,1
11/2004,1-10|1-10|21-30|31-40|31-40|41-50,1
11/2004,1-10|11-20|11-20|11-20|11-20|41-50,1
11/2004,1-10|11-20|11-20|21-30|21-30|51-60,1
11/2004,1-10|11-20|11-20|41-50|51-60|51-60,1
11/2004,11-20|11-20|31-40|41-50|51-60|51-60,2
11/2005,1-10|1-10|11-20|21-30|31-40|41-50,1
11/2005,1-10|1-10|11-20|31-40|31-40|51-60,1
11/2005,1-10|1-10|31-40|31-40|41-50|51-60,1
11/2005,1-10|1-10|31-40|41-50|51-60|51-60,1
11/2005,1-10|11-20|11-20|21-30|41-50|51-60,1
11/2005,1-10|11-20|21-30|21-30|31-40|41-50,1
11/2005,1-10|11-20|21-30|31-40|31-40|51-60,1
11/2005,1-10|21-30|31-40|31-40|31-40|51-60,1
11/2006,1-10|1-10|11-20|41-50|41-50|41-50,1
11/2006,1-10|1-10|21-30|21-30|41-50|41-50,1
11/2006,1-10|11-20|21-30|31-40|41-50|41-50,1
11/2006,1-10|11-20|21-30|41-50|41-50|51-60,1
11/2006,1-10|11-20|21-30|41-50|51-60|51-60,1
11/2006,1-10|11-20|31-40|31-40|41-50|51-60,1
11/2006,1-10|21-30|21-30|31-40|41-50|51-60,1
11/2006,11-20|11-20|31-40|31-40|51-60|51-60,1
11/2006,11-20|21-30|21-30|31-40|41-50|51-60,1
11/2007,1-10|1-10|11-20|31-40|41-50|51-60,1
11/2007,1-10|1-10|31-40|41-50|41-50|51-60,1
11/2007,1-10|11-20|21-30|51-60|51-60|51-60,1
11/2007,1-10|11-20|31-40|41-50|51-60|51-60,1
11/2007,1-10|21-30|31-40|31-40|31-40|31-40,1
11/2007,1-10|21-30|31-40|41-50|41-50|51-60,1
11/2007,11-20|11-20|11-20|41-50|41-50|41-50,1
11/2007,21-30|21-30|21-30|41-50|41-50|51-60,1
11/2008,1-10|1-10|1-10|11-20|31-40|41-50,1
11/2008,1-10|1-10|11-20|31-40|31-40|51-60,1
11/2008,1-10|1-10|11-20|31-40|51-60|51-60,1
11/2008,1-10|11-20|21-30|21-30|41-50|41-50,1
11/2008,1-10|21-30|21-30|21-30|31-40|51-60,1
11/2008,1-10|21-30|31-40|31-40|31-40|51-60,1
11/2008,1-10|21-30|41-50|51-60|51-60|51-60,1
11/2008,1-10|31-40|41-50|41-50|51-60|51-60,1
11/2008,11-20|21-30|21-30|21-30|31-40|51-60,1
11/2009,1-10|1-10|11-20|21-30|21-30|21-30,1
11/2009,1-10|1-10|21-30|31-40|41-50|51-60,1
11/2009,1-10|11-20|11-20|11-20|31-40|41-50,1
11/2009,1-10|11-20|11-20|31-40|41-50|51-60,1
11/2009,1-10|11-20|21-30|31-40|41-50|51-60,1
11/2009,1-10|11-20|21-30|31-40|51-60|51-60,1
11/2009,1-10|31-40|41-50|51-60|51-60|51-60,1
11/2009,11-20|11-20|11-20|31-40|41-50|51-60,1
11/2010,1-10|1-10|11-20|21-30|21-30|31-40,1
11/2010,1-10|11-20|11-20|11-20|11-20|21-30,1
11/2010,1-10|11-20|11-20|21-30|31-40|31-40,1
11/2010,1-10|11-20|11-20|21-30|41-50|51-60,1
11/2010,1-10|11-20|21-30|21-30|31-40|41-50,1
11/2010,1-10|21-30|31-40|41-50|51-60|51-60,1
11/2010,11-20|21-30|31-40|31-40|41-50|51-60,1
11/2010,21-30|21-30|31-40|41-50|51-60|51-60,1
11/2011,1-10|1-10|1-10|1-10|21-30|21-30,1
11/2011,1-10|1-10|11-20|11-20|51-60|51-60,1
11/2011,1-10|11-20|11-20|21-30|41-50|51-60,1
11/2011,1-10|11-20|11-20|31-40|31-40|51-60,1
11/2011,1-10|11-20|11-20|31-40|41-50|51-60,1
11/2011,1-10|11-20|31-40|31-40|41-50|51-60,1
11/2011,1-10|31-40|31-40|41-50|51-60|51-60,1
11/2011,11-20|21-30|21-30|31-40|51-60|51-60,1
11/2011,21-30|21-30|21-30|31-40|41-50|51-60,1
11/2012,1-10|1-10|21-30|21-30|41-50|51-60,1
11/2012,1-10|1-10|21-30|31-40|51-60|51-60,1
11/2012,1-10|11-20|21-30|31-40|31-40|51-60,1
11/2012,1-10|11-20|31-40|41-50|41-50|51-60,1
11/2012,1-10|31-40|31-40|41-50|41-50|51-60,1
11/2012,11-20|11-20|11-20|21-30|31-40|41-50,1
11/2012,11-20|11-20|31-40|41-50|51-60|51-60,1
11/2012,11-20|21-30|31-40|31-40|51-60|51-60,1
11/2013,1-10|1-10|1-10|11-20|21-30|21-30,1
11/2013,1-10|1-10|11-20|21-30|41-50|41-50,1
11/2013,1-10|11-20|11-20|11-20|31-40|51-60,1
11/2013,1-10|11-20|11-20|21-30|21-30|31-40,1
11/2013,1-10|11-20|21-30|21-30|31-40|41-50,1
11/2013,1-10|11-20|21-30|21-30|31-40|51-60,1
11/2013,1-10|11-20|31-40|41-50|51-60|51-60,1
11/2013,1-10|21-30|21-30|31-40|41-50|41-50,1
11/2013,11-20|41-50|41-50|41-50|41-50|51-60,1
11/2014,1-10|1-10|11-20|31-40|41-50|51-60,1
11/2014,1-10|1-10|11-20|41-50|51-60|51-60,1
11/2014,1-10|11-20|31-40|41-50|41-50|51-60,1
11/2014,1-10|21-30|21-30|21-30|31-40|41-50,1
11/2014,1-10|21-30|21-30|21-30|41-50|51-60,1
11/2014,1-10|21-30|21-30|41-50|51-60|51-60,1
11/2014,1-10|21-30|31-40|31-40|41-50|41-50,1
11/2014,11-20|21-30|21-30|31-40|51-60|51-60,1
11/2014,21-30|31-40|31-40|41-50|41-50|51-60,1
11/2015,1-10|1-10|21-30|31-40|41-50|51-60,1
11/2015,1-10|1-10|21-30|31-40|51-60|51-60,1
11/2015,1-10|1-10|31-40|41-50|51-60|51-60,1
11/2015,1-10|11-20|11-20|21-30|31-40|31-40,1
11/2015,1-10|11-20|11-20|21-30|31-40|41-50,1
11/2015,1-10|11-20|21-30|21-30|51-60|51-60,1
11/2015,1-10|21-30|21-30|31-40|41-50|41-50,1
11/2015,11-20|21-30|21-30|31-40|41-50|51-60,1
11/2015,21-30|31-40|41-50|41-50|51-60|51-60,1
11/2016,1-10|1-10|11-20|51-60|51-60|51-60,1
11/2016,1-10|1-10|21-30|41-50|51-60|51-60,1
11/2016,1-10|11-20|11-20|31-40|51-60|51-60,1
11/2016,1-10|11-20|31-40|41-50|41-50|51-60,1
11/2016,1-10|21-30|21-30|41-50|51-60|51-60,1
11/2016,1-10|21-30|31-40|41-50|41-50|41-50,1
11/2016,1-10|41-50|41-50|51-60|51-60|51-60,1
11/2016,11-20|11-20|21-30|21-30|31-40|31-40,1
11/2016,11-20|11-20|21-30|31-40|41-50|51-60,1
11/2016,11-20|11-20|21-30|31-40|51-60|51-60,1
11/2017,1-10|1-10|1-10|11-20|21-30|31-40,1
11/2017,1-10|1-10|31-40|41-50|41-50|51-60,1
11/2017,1-10|11-20|11-20|21-30|51-60|51-60,1
11/2017,1-10|11-20|31-40|31-40|41-50|51-60,1
11/2017,1-10|21-30|21-30|31-40|31-40|51-60,1
11/2017,11-20|11-20|21-30|31-40|31-40|41-50,1
11/2017,11-20|21-30|21-30|31-40|31-40|51-60,2
11/2017,21-30|21-30|31-40|31-40|41-50|41-50,1
11/2017,21-30|31-40|41-50|41-50|51-60|51-60,1
11/2018,1-10|1-10|11-20|11-20|31-40|41-50,1
11/2018,1-10|1-10|11-20|21-30|31-40|51-60,1
11/2018,1-10|1-10|11-20|31-40|51-60|51-60,1
11/2018,1-10|11-20|11-20|11-20|21-30|51-60,1
11/2018,1-10|11-20|11-20|21-30|21-30|51-60,1
11/2018,1-10|11-20|11-20|31-40|31-40|41-50,1
11/2018,1-10|21-30|21-30|41-50|41-50|51-60,1
11/2018,11-20|21-30|31-40|41-50|41-50|51-60,1
11/2019,1-10|1-10|11-20|41-50|51-60|51-60,1
11/2019,1-10|21-30|21-30|31-40|31-40|51-60,1
11/2019,1-10|21-30|31-40|41-50|41-50|51-60,1
11/2019,11-20|11-20|21-30|21-30|31-40|31-40,1
11/2019,11-20|21-30|21-30|31-40|41-50|41-50,1
11/2019,11-20|21-30|21-30|31-40|41-50|51-60,1
11/2019,21-30|21-30|21-30|31-40|31-40|41-50,1
11/2019,21-30|21-30|51-60|51-60|51-60|51-60,1
11/2019,21-30|31-40|31-40|41-50|41-50|51-60,1
11/2020,1-10|1-10|1-10|21-30|31-40|41-50,1
11/2020,1-10|1-10|11-20|21-30|21-30|51-60,1
11/2020,1-10|1-10|21-30|31-40|31-40|41-50,1
11/2020,1-10|11-20|21-30|31-40|31-40|41-50,1
11/2020,1-10|11-20|41-50|41-50|51-60|51-60,1
11/2020,1-10|21-30|31-40|31-40|41-50|41-50,1
11/2020,11-20|21-30|21-30|41-50|41-50|41-50,1
11/2020,21-30|41-50|51-60|51-60|51-60|51-60,1
11/2021,1-10|1-10|21-30|21-30|21-30|31-40,1
11/2021,1-10|11-20|21-30|21-30|21-30|31-40,1
11/2021,1-10|11-20|21-30|21-30|31-40|51-60,1
11/2021,1-10|11-20|21-30|31-40|41-50|51-60,1
11/2021,1-10|21-30|31-40|31-40|41-50|51-60,1
11/2021,1-10|31-40|31-40|41-50|41-50|51-60,1
11/2021,11-20|21-30|31-40|41-50|41-50|51-60,1
11/2021,11-20|31-40|51-60|51-60|51-60|51-60,1
11/2022,1-10|1-10|21-30|21-30|41-50|51-60,1
11/2022,1-10|1-10|21-30|31-40|41-50|41-50,1
11/2022,1-10|1-10|21-30|31-40|51-60|51-60,1
11/2022,1-10|11-20|11-20|11-20|31-40|51-60,1
11/2022,1-10|21-30|21-30|21-30|31-40|41-50,1
11/2022,1-10|21-30|31-40|31-40|31-40|51-60,1
11/2022,1-10|21-30|41-50|41-50|51-60|51-60,1
11/2022,11-20|11-20|21-30|21-30|21-30|51-60,1
11/2022,11-20|21-30|21-30|31-40|31-40|41-50,1
11/2022,21-30|31-40|41-50|51-60|51-60|51-60,1
11/2023,1-10|11-20|11-20|11-20|31-40|51-60,1
11/2023,1-10|11-20|31-40|51-60|51-60|51-60,1
11/2023,1-10|21-30|21-30|31-40|41-50|51-60,1
11/2023,1-10|21-30|31-40|31-40|31-40|51-60,2
11/2023,1-10|21-30|31-40|31-40|41-50|51-60,1
11/2023,11-20|11-20|21-30|31-40|41-50|51-60,1
11/2023,11-20|11-20|31-40|31-40|31-40|41-50,1
11/2023,11-20|21-30|21-30|21-30|41-50|51-60,1
11/2023,11-20|21-30|21-30|41-50|51-60|51-60,1
11/2023,11-20|31-40|41-50|41-50|41-50|51-60,1
11/2023,11-20|31-40|41-50|51-60|51-60|51-60,1
11/2024,1-10|1-10|11-20|11-20|21-30|51-60,1
11/2024,1-10|1-10|11-20|21-30|41-50|51-60,1
11/2024,1-10|1-10|11-20|31-40|51-60|51-60,1
